sample_name,sample_material,sample_type,latitude,longitude,elevation_ground,min_depth,max_depth,location_type,location_name,location_comment,Er,Eu,Dy,Zr,Tb,Gd,Zn,Cu,S,Ho,La,Ni,Yb,V,Y,Sm,Ce,Cr,Nd,Sr,Ba,Co,Lu,Pr,Tm,Pt,Hf,Sc,Pd,Th,Nb,Ta,P2O5,SiO2,MnO,CaO,TiO2,Fe2O3,K2O,Cr2O3,FeO,Al2O3,Na2O,MgO
LITH03626751-AMP-HM-120529-057,Basalt,Rock,-22.570484,117.62221,637,0,0,Unknown,Railroad,"North of Tom Price Syncline, South Hamersley Basin",1.97,0.88,2.97,53.21,0.46,2.72,460.18,119.19,1100,0.7,3.33,0,1.88,270.26,16.17,1.96,8.34,543,6.26,266.92,159.34,49.44,0.3,1.24,0.3,,1.66,44.87,,0.55,2.29,0.31,0.06,50.68,0.22,11.78,0.88,1.2,0.6,0.07,9.73,15.47,1.57,7.81
LITH03626751-EG 4550,Dolerite,Rock,-30.78,121.51,280,-601,-601,Unknown,Golden Mile Dolerite,unit6,2.19,0.7,3.87,47.4,0.61,2.85,89.44,306.31,1300,0.7,2.34,,2.01,1207.55,21.8,2.23,7.82,,5.81,76.47,17.1,72.79,0.32,1.25,0.33,,1.56,,,0.22,2.34,0.11,0.05,49.45,0.21,8.44,1.77,1.87,0.08,,15.19,12.75,2.69,7.43
LITH03626751-LMCD005-287.1,Basalt,Rock,-28.49,121.08,454,-287,-287,Unknown,Mount Clifford/Marshall Pool,"Mount Newman, SCOTIA NICKEL LTD",0.97,0.19,1.49,20.87,0.21,1.12,,26.52,200,0.32,0.74,2115.37,0.97,141.74,8.79,0.76,2.17,2680,2.02,14.28,,,0.14,0.37,0.14,0.00813,0.65,,0.00791,0.1,0.76,,0.03,45.59,0.15,5.91,0.36,0.88,0.04,0.39,9.43,6.65,0.05,30.29
LITH03626751-AMP-HM-120527-034C,Basalt,Rock,-22.847765,117.80366,667,0,0,Unknown,Tom Price South,"South of Tom Price Syncline, South Hamersley Basin",3.45,1.17,5.25,145.62,0.82,4.83,74.86,89.81,61.58494,1.19,23.28,0,3.08,192.8,27.89,4.82,48.2,119,23.38,61.43,345.4,39.72,0.5,5.89,0.46,,4.2,29.74,,8,9.43,0.82,0.14,58.66,0.13,7.31,0.93,0.9,0.64,0.01,7.3,14.63,4.16,5.15
LITH03626751-KD6068-710.9,Basalt,Rock,-31.2,121.69,289,-710.9,-710.9,Unknown,Long-Victor,,0.53,0.14,0.79,7.98,0.11,0.59,0,68.47,1800,0.18,0.38,3100.16,0.56,111.82,5.7,0.45,1.14,1805,0.98,6.84,,0,0.08,0.17,0.08,0.00369,0,,0.00384,,0.42,0,0.01,46.31,0.1,0.53,0.17,0.29,0.02,0.26,6.85,4.62,0.06,40.53
LITH03626751-ELD001-361.9,Dacite,Rock,-30.28,121.95,429,-362,-362,Unknown,Emu Lake,SIR SAMUEL MINES NL,0.9,0.88,1.66,130.36,0.31,2.22,16,15.16,,0.31,22.73,,0.76,47.49,14.14,3.13,46.48,13,19.7,395.14,534.61,7.07,0.12,5.25,0.12,,,,,3.23,,,0.13,69.26,0.04,2.78,0.38,0.34,1.31,,2.82,15.7,5.9,1.29
LITH03626751-BD002-249.0,Dacite,Rock,-30.19,121.82,365,-249,-249,Unknown,Binti Binti,,,,,156.97,,,74,9.36,83.22083,,,,,109.15,20.79,,,59,,198.55,76.92,16.64,,,,,,,,,,,0.22,64.84,0.05,2.25,0.88,0.67,0.21,0.008660384,5.49,15.77,6.21,3.33
LITH03626751-BSD089-207.75,Dacite,Rock,-30.39,121.64,374,-208,-208,Unknown,Black Swan,"Cygnet-Black Swan gap, upper felsics",,,,161.78,,,71,24.93,700,,,,,44.51,11.94,,,22,,200.87,272.53,7.58,,,,,,,,,,,0.25,63.42,0.03,4.29,0.61,0.4,1.58,,3.31,17.45,5.84,2.75
LITH03626751-AMP-HM-120527-031A,Basalt,Rock,-22.801474,117.87161,677,0,0,Unknown,Tom Price South,"South of Tom Price Syncline, South Hamersley Basin",3.83,1.29,5.58,126.12,0.89,5.15,86.84,63.85,41.39859,1.29,12.3,0,3.47,205.73,30.91,4.17,28.63,106,17.05,154.76,250.29,41.29,0.54,3.76,0.6,,3.61,28.94,,2.55,5.99,0.51,0.19,54.85,0.11,7.89,1.13,1.12,0.67,0.01,9.08,15.5,3.15,6.25
LITH03626751-GAC85-61-62,Andesite,Rock,-30.18,121.45,427,0,0,Unknown,Gindalbie,Upper Unit,,,,162.8,,,53,4,,,,,,72.24,16.28,,,68,,904.56,293,12,,,,,,,,,,,,60.32,0.08,5.25,0.62,0.47,0.19,0.01,3.8,17.95,7.52,3.79
LITH03626751-EG 4552,Dolerite,Rock,-30.78,121.51,280,-602,-602,Unknown,Golden Mile Dolerite,unit6,2.04,0.67,3.48,43.17,0.5,2.62,86.12,354.12,1100,0.69,2.12,,1.83,1050.27,19.46,2.23,7.04,,5.7,97.98,23.37,67.55,0.3,1.1,0.32,,1.11,,,0.22,2.01,0.11,0.04,50.05,0.2,8.81,1.59,1.81,0.13,,14.7,12.63,2.97,7.01
LITH03626751-EG 4571,Dolerite,Rock,-30.78,121.51,280,-768,-768,Unknown,Golden Mile Dolerite,unit7,2.97,1.26,4.94,61.32,0.75,3.79,98.51,30.71,3400,0.92,2.54,,2.59,256.79,27.56,3.09,9.07,,8.19,56,4.42,77.5,0.43,1.58,0.43,,1.66,,,0.33,2.65,0.22,0.08,49.85,0.25,9.23,3.03,2.05,0.04,,16.65,12,2.29,4.48
LITH03626751-FFD084-207.0,Rhyolite,Rock,-32.41,119.69,429,0,0,Unknown,Flying Fox,"Western, U1",0.7,0.6,1.4,101,0.2,1.7,104,,2100,0.2,15.5,,0.7,23,8,2,28.5,,10.8,118,93,62,0.1,2.9,0.1,,,,,,,,0,78.28,0.03,1.82,0.22,,3.63,0,,14.66,0.3,1.37
LITH03626751-MKT528-173.25,Basalt,Rock,-27.39,120.57,546,-173,-173,Unknown,Betheno,"Dunite lens, WMC RESOURCES LTD",0.03,,,3.51,0.00586463,0.03,51.6,4.71,1200,0.01,,3949.79,0.04,14.07,,0.03,0.23,4462,0.11,,,49.44,0.007037556,0.02,,0.01208,,,0.00609,,0.04,,,40.87,0.11,0.1,0.02,0.02,0.01,0.65,8.53,0.31,0.03,49.01
LITH03626751-AMP-HM-120522-006G,Basalt,Rock,-22.92346,117.36786,437,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",2.99,1.12,4.74,107.11,0.77,4.5,80.07,58.72,10.41255,1.1,9.67,0,2.8,215.26,25.89,3.62,22.46,498,14.24,71.65,84.75,45.6,0.39,3.05,0.49,,3.01,31.19,,1.84,5.19,0.51,0.15,57.32,0.13,5.26,1.01,1.08,0.24,0.07,8.79,13.07,4.31,8.56
LITH03626751-CBD020-219.60,Andesite,Rock,-32.58,119.74,422,0,0,Unknown,Cosmic Boy,Eastern (N),0.5,0.32,0.65,,0.1,0.7,10,15,100,0.17,1.32,,0.5,5,4,0.37,2.03,,1.35,10,200,7,0.09,0.28,0.08,,,2,,,,,0,56.27,0.03,0.82,0.01,4.54,0.01,0,36.84,0.06,0.06,1.33
LITH03626751-BSD086-208.29,Dacite,Rock,-30.39,121.65,368,-208,-208,Unknown,Black Swan,"Southern flank, upper felsics",,,,73.52,,,78,124.46,1100,,,367.04,,217.13,16.08,,,2940,,59.73,22.97,115.24,,,,,,,,,,,0.05,51.13,0.17,7.07,0.6,1.3,0.04,0.42,10.53,14.21,3.6,10.86
LITH03626751-AMP-HM-120521-007B,Basalt,Rock,-22.924353,117.364395,428,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",2.81,1.13,4.1,84.91,0.66,3.67,105.08,44.87,21.26642,0.92,8.27,0,2.44,189.99,22.92,2.82,17.93,1503,10.93,14.43,31.84,70.17,0.37,2.46,0.39,,2.33,30.78,,1.6,4.13,0.53,0.11,54.4,0.16,5.61,0.76,1.31,0.1,0.21,10.63,10.4,0.49,15.91
LITH03626751-FGD93-10-275.3,Dacite,Rock,-32.23,120.5,350,-275,-275,Unknown,Maggie Hays,Central UM,1.5,1,2.11,97.64,0.4,2.81,38.25,1,100,0.4,22.14,,1,63.41,8.05,3.42,44.29,11,18.11,267.76,,4.02,0.2,5.23,0.2,,,,,6.84,,,,69.27,0.1,2.65,0.43,0.51,2.05,,4.16,15.27,4.3,1.21
LITH03626751-BSD085-127.75,Dacite,Rock,-30.39,121.63,376,-128,-128,Unknown,Black Swan,"Southern flank, Southern flank",0.52,0.53,1.09,100.19,0.18,1.34,40,177,1500,0.18,10.55,,0.52,65.71,5.39,1.61,19.92,479,8.4,212.23,138,17,0.07,2.2,0.07,,,,,2.47,,,0.09,69.75,0.06,4.34,0.36,0.28,0.75,0.07,2.25,14.22,5.38,2.43
LITH03626751-EG 4562,Dolerite,Rock,-30.78,121.51,280,-640,-640,Unknown,Golden Mile Dolerite,unit6,2.1,0.76,3.33,44.32,0.55,2.58,76.88,206.51,2000,0.7,2.48,,1.97,978.03,20.01,2.37,7.57,,6.1,76.99,68.29,56.72,0.32,1.17,0.29,,1.24,,,0.22,2.37,0.11,0.05,49.95,0.16,10.06,1.62,1.64,0.62,,13.31,14.98,3.51,4.04
LITH03626751-GD001-287.0,Dolerite,Rock,-30.18,121.45,427,0,0,Unknown,Gindalbie,Red Dam channel,2.66,0.81,4.4,62.45,0.61,3.48,116,114,500,0.92,2.96,,2.55,282.56,21.5,2.45,8.39,205,7.16,101.35,25,48,0.4,1.33,0.4,,,,,0.2,,,0.08,49.03,0.2,9.41,1.06,1.48,0.36,0.03,12,15.79,1.5,9.06
LITH03626751-14262,Andesite,Rock,-20.84,116.83,34,0,0,Unknown,Ruth Well,,,,,76,,,170,35,200,,,,,321,21,,,68,,409,325,29,,,,,,,,,,,,54.31,0.13,8.08,2.19,,0.87,0.01,9.03,17.79,4.4,3.2
LITH03626751-EG 4528,Dolerite,Rock,-30.78,121.51,280,-592,-592,Unknown,Golden Mile Dolerite,unit6,2.02,0.56,3.37,39.34,0.51,2.49,74.63,339.59,1900,0.66,2.13,,2.01,1215.5,19.29,1.91,6.61,,5.33,112.7,8.42,76.48,0.28,0.99,0.29,,1.17,,,0.31,1.81,0.1,0.06,48.11,0.2,10.03,1.89,1.96,0.04,,15.91,12.78,1.38,7.57
LITH03626751-EG 4522,Dolerite,Rock,-30.78,121.51,280,-590,-590,Unknown,Golden Mile Dolerite,unit5,2.13,0.79,3.62,47.03,0.52,2.77,57.04,134.57,700,0.74,2.36,,2.06,287.37,20.88,2.15,7.53,,6.56,161.55,24.75,54.41,0.3,1.16,0.29,,1.39,,,0.21,1.93,0.1,0.07,52.35,0.17,11.22,0.75,1.26,0.07,0.006292341,10.25,14.83,2.32,6.66
LITH03626751-BD11-179.65,Basalt,Rock,-32.5,119.68,393,0,0,Unknown,Boojum,"Western, U1",,,,64,,,84,67,700,,,,,250,23,,,623,,109,9,74,,,,,,,,,,,0,53.09,0.19,9.34,0.87,1.04,0.64,0.09,8.44,13.54,3.22,9.5
LITH03626751-SXB04677,Rhyolite,Rock,-31.02,119.12,373,-66,-66,Unknown,Bullfinch,"Target 05, SONS OF GWALIA LTD",0.21,0.1,0.37,7.86,0.05,0.21,170.76,34.78,300,0.08,1.16,,0.26,53.55,,0.31,1.59,11561,1.22,,,165.79,0.04,0.29,0.02,,0,,,0.31,1.06,0,0.01,74.22,0.12,0.19,0.1,2.23,0.06,1.68,18.11,1.64,0.15,1.02
LITH03626751-CBD085-244.5,Andesite,Rock,-32.58,119.74,422,0,0,Unknown,Cosmic Boy,Eastern (N),2.57,1.1,4.15,111,0.66,3.76,138,81,200,0.91,5.27,,2.65,426,29,2.96,13.38,,9.78,81,47,77,0.41,2.05,,,,38,,0.9,7.68,,0,58.05,0.27,8.51,1.58,1.08,0.23,0,8.79,14.74,2.25,4.46
LITH03626751-21609/C,Basalt,Rock,-27.24,120.53,556,0,0,Unknown,Mount Keith Monument Unit,Monument Unit,,,,,,,84.97,80.15,100,,,551.06,,,,,,810,,,0,,,,,,,,,,,,0,50.79,0.18,9.89,0.57,1.24,0.09,0.11,10.07,11.13,3,12.84
LITH03626751-EG 4556,Dolerite,Rock,-30.78,121.51,280,-610,-610,Unknown,Golden Mile Dolerite,unit6,2.15,0.82,3.56,43.76,0.53,2.79,91.55,372.82,1000,0.78,2.79,,2.05,1158.89,21.43,2.12,7.25,,5.69,87.86,16.85,75.14,0.31,1.18,0.33,,1.45,,,0.11,2.12,0.11,0.06,50.4,0.2,8.54,1.68,1.83,0.06,,14.83,12.76,2.91,6.67
LITH03626751-BSD055-429.4,Dacite,Rock,-30.39,121.63,376,-429,-429,Unknown,Black Swan,"Cygnet, upper felsics",,,,120.88,,,22,454,900,,,,,87.25,12.61,,,,,399.45,181,14,,,,,,,,,4,,0.18,75.89,0.03,2.53,0.61,0.19,0.47,,1.51,15.47,1.99,1.11
LITH03626751-DDH-GS-1,Dolerite,Rock,-30.18,121.45,427,0,0,Unknown,Gindalbie,Dolerite,1.43,0.61,2.35,41.03,0.3,1.84,90,72,1600,0.41,1.94,302.01,1.33,205.14,14.36,1.53,5.33,616,4.3,211.29,122,53,0.2,0.82,0.2,,,,,0.51,,,,52.23,0.21,10.7,0.54,1.15,0.68,0.09,9.32,12.96,1.99,10.11
LITH03626751-MKD19-1054,Andesite,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,MKD5 pod south,,,,,,,65.09,40.09,200,,,,,,,,,20,,,0,,,,,,,,,,,,0,57.57,0.23,5.67,1.71,1.5,0.67,0.002927263,12.22,13.55,2.27,4.57
LITH03626751-BSD079-251.25,Dacite,Rock,-30.39,121.63,376,-251,-251,Unknown,Black Swan,"Northern flank, Northern flank",,,,202.74,,,91,71.31,6500,,,,,129.11,34.14,,,4,,399.08,422.56,18.87,,,,,,,,,,,0.37,62.25,0.12,2.23,1.51,0.93,0.5,,7.59,15.98,5.22,3.1
LITH03626751-HWD19-373.10,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,84,28,500,,,2103.89,,,,,,3309,,,,113,,,,,,,,,,,0,45.93,0.2,5.22,0.36,0.88,0.05,0.48,9.38,6.86,0.09,30.17
LITH03626751-BSD037-548.25,Dacite,Rock,-30.39,121.64,374,-548,-548,Unknown,Black Swan,"Silver Swan, lower felsics",0.84,1.01,1.57,142.14,0.24,1.95,4,3.25,100,0.29,15.73,,0.99,98.73,18.44,2.71,39.06,21,17.36,449.21,198.56,11.93,0.16,4.66,0.14,,,,,2.76,,,0.23,68.05,0.02,5,0.8,0.19,0.84,,1.54,18.44,2.73,2.11
LITH03626751-EG 4610,Dolerite,Rock,-30.78,121.51,280,-444,-444,Unknown,Golden Mile Dolerite,"unit6, KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD",1.95,0.68,2.96,38.65,0.53,2.33,78.8,387.74,800,0.67,1.7,,1.77,1061.73,17.78,1.81,6.38,,5.32,124.81,9.9,71.36,0.29,0.99,0.31,,1.17,,,0.21,1.38,0.1,0.03,49.48,0.2,9.95,1.59,1.8,0.04,,14.64,12.93,2.48,6.79
LITH03626751-RLD001-140.7,Andesite,Rock,-29.77,121.76,366,-141,-141,Unknown,Ringlock,,,,,186.82,,,35,6.14,900,,,,,140.62,25.66,,,51,,712.38,2904.96,18.44,,,,,,,,,,,0.49,58.74,0.14,4.42,0.7,0.71,3.75,0.007501258,5.76,17.03,4.12,4.08
LITH03626751-BSD043a-344.62,Dacite,Rock,-30.39,121.63,376,-345,-345,Unknown,Black Swan,"Cygnet, lower felsics",0.84,0.67,1.52,141.4,0.25,1.74,66,83.46,1700,0.28,15.77,,0.95,145.76,17.4,2.5,32.63,38,14.68,588.48,410.08,24.93,0.6,3.69,0.13,,,,,3.26,,,0.04,65.23,0.13,3.88,0.8,0.84,0.71,0.005564339,6.82,16.69,1.75,3.05
LITH03626751-Fort2015-HM-107,Basalt,Rock,-21.483978,117.15212,313,0,0,Unknown,Hamersley Basin North,HiTh Mafic North,3.89,1.45,6.15,169.4,0.93,5.97,96.65,75.6,100,1.29,29.09,0,3.68,198.5,35.02,5.86,57.88,64,27.64,222.92,381.2,45.65,0.53,6.94,0.54,,4.57,28.06,,8.36,10.18,0.93,0.16,56.19,0.15,8.42,0.99,1.06,1.25,0.009353451,8.64,15.18,2.58,5.31
LITH03626751-AMP-HM-120524-021A,Basalt,Rock,-21.389334,117.15281,335,0,0,Unknown,Hamersley Basin North,"North Hamersley Basin, North Hamersley Basin",3.38,1.07,4.92,130.2,0.8,4.81,88.54,80.15,100,1.11,22.5,0,2.95,197.91,27.29,4.53,46.56,107,21.14,315.73,854.16,52.11,0.45,5.38,0.46,,3.85,29.16,,7.21,8.12,0.83,0.1,55.64,0.12,6.41,0.83,1.02,2.52,0.01,8.26,16.22,3.29,5.54
LITH03626751-659425,Basalt,Rock,-27.7,120.61,472,0,0,Unknown,Miranda Well,,,,,45,,,681,133,2300,,,219.82,,209,19,,,1847,,88,65,,,,,,,,,,,,,53.07,0.31,8.6,0.57,,0.12,0.27,13.24,9.73,2.01,12.1
LITH03626751-LMCD005-321.8,Basalt,Rock,-28.49,121.08,454,-322,-322,Unknown,Mount Clifford/Marshall Pool,"Mount Newman, SCOTIA NICKEL LTD",0.57,0.22,0.9,12.22,0.13,0.72,,1491.07,18100,0.19,0.71,2472.16,0.55,114.47,4.44,0.55,1.88,2415,1.57,10,,,0.08,0.29,0.08,0.2153,0.44,,0.48348,0.08,0.55,,0.02,42.64,0.23,2.38,0.25,1.05,0.01,0.35,13.8,4.72,0.08,34.05
LITH03626751-21613/3,Basalt,Rock,-27.24,120.53,556,0,0,Unknown,Mount Keith Monument Unit,Monument Unit,,,,,,,59.97,45.08,52.33024,,,496.42,,,,,,840,,,0,,,,,,,,,,,,0,50.11,0.13,13.22,0.62,1.03,0.09,0.12,8.37,12.19,1.79,12.24
LITH03626751-HWD16-301.30,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,6,0,1300,,,4107.46,,,,,,10778,,,,284,,,,,,,,,,,0,40.74,0.04,0.26,0.05,0,0.05,1.57,4.97,1.3,0.01,50.55
LITH03626751-EG 4530,Dolerite,Rock,-30.78,121.51,280,-593,-593,Unknown,Golden Mile Dolerite,unit6,2.1,0.69,3.57,47.29,0.52,2.88,66.65,376.68,1000,0.69,2.22,,2.05,1237.86,20.84,2.01,6.98,,5.81,132.99,9.2,77.05,0.27,1.15,0.28,,1.37,,,0.21,2.01,0.1,0.06,48.66,0.2,9.98,1.92,1.89,0.04,,15.38,13.06,1.66,7.08
LITH03626751-LMCD005-298.8,Basalt,Rock,-28.49,121.08,454,-299,-299,Unknown,Mount Clifford/Marshall Pool,"Mount Newman, SCOTIA NICKEL LTD",0.56,0.16,0.91,13.59,0.13,0.76,,2516.75,29400,0.19,0.74,2552,0.54,92.91,5.66,0.56,1.97,1735,1.67,24.92,,,0.08,0.32,0.08,0.1659,0.45,,0.29914,0.07,0.56,,0.02,41.53,0.15,3.36,0.27,1,0.02,0.25,13.6,4.37,0.11,34.88
LITH03626751-EG 4506,Dolerite,Rock,-30.78,121.51,280,-550,-550,Unknown,Golden Mile Dolerite,unit5,2.37,0.75,3.83,55.69,0.6,3.13,48.25,140.48,800,0.81,2.93,,2.32,239.16,22.97,2.3,9.44,,6.92,200.35,8.28,50.39,0.32,1.38,0.35,,1.46,,,0.31,2.3,0.1,0.07,52.86,0.16,10.39,0.74,1.21,0.04,,9.83,15.23,2.39,7.02
LITH03626751-FOD2-177.35,Basalt,Rock,-32.27,119.74,426,0,0,Unknown,Antimony Nickel,Central,1.3,0.4,2.4,34,0.2,1.5,28,,0,0.4,1.8,359.37,1.6,223,13,1.2,5.6,554,4.3,68,,43,0.2,0.7,0.1,,,,,0.2,,,0,53.72,0.11,8.38,0.64,1.31,0.05,0.08,10.61,11.67,2.62,10.77
LITH03626751-SXB04703,Rhyolite,Rock,-31.35,119.42,402,0,0,Unknown,Glendower,Target 11,0.68,0.26,1.09,46.47,0.1,0.62,50.46,117.34,200,0.23,2.09,,0.78,240.35,,0.73,3.45,122,3.08,,,7.26,0.1,0.73,0.12,,0,,,1.25,1.57,0,0.02,75.85,0.04,1.1,0.56,1.12,0.09,0.01,9.12,9.83,1.41,0.79
LITH03626751-BSD091B-365.55,Dacite,Rock,-30.39,121.63,376,-366,-366,Unknown,Black Swan,"Silver Swan, upper felsics",,,,148.01,,,4,6.21,,,,,,97.29,14.49,,,48,,183.2,425.41,5.17,,,,,,,,,15,,0.23,70.29,0.009315573,1.8,0.66,0.13,1.86,0.006958812,1.08,16.54,5.74,1.61
LITH03626751-EG 4540,Dolerite,Rock,-30.78,121.51,280,-597,-597,Unknown,Golden Mile Dolerite,unit6,2.15,0.71,3.52,42.86,0.55,3.01,57.5,392.52,1100,0.71,2.5,,1.92,1170.02,20.7,2.5,7.21,,6.16,129.34,19.44,73.2,0.28,1.17,0.3,,1.35,,,0.2,1.88,0.1,0.05,48.96,0.2,10.11,1.75,1.82,0.07,,14.74,13.05,2.05,7.14
LITH03626751-AMP-HM-120525-024A,Basalt,Rock,-22.734913,117.87104,696,0,0,Unknown,Tom Price North,"North of Tom Price Syncline, South Hamersley Basin",1.34,0.68,1.95,31.23,0.28,1.65,82.24,110.15,100,0.43,1.76,0,1.25,204.05,10.82,1.1,4.68,413,3.53,180.62,81.72,55.44,0.19,0.72,0.17,,1.04,33.31,,0.18,1.45,0.2,0.04,49.19,0.19,11.74,0.66,1.14,0.43,0.06,9.25,16.27,1.57,9.46
LITH03626751-BSD089-213.75,Dacite,Rock,-30.39,121.64,374,-214,-214,Unknown,Black Swan,"Cygnet-Black Swan gap, upper felsics",0.98,0.62,1.61,130.36,0.3,1.72,21,10.42,200,0.3,14.6,,0.89,34.41,13.55,2.03,28.68,5,11.68,172.08,374.41,7.29,0.14,3.07,0.13,,,,,2.29,,,0.1,74.39,0.01,1.96,0.42,0.15,2.13,,1.24,14.72,3.69,1.14
LITH03626751-BSD019-113.07,Dacite,Rock,-30.39,121.63,376,-113,-113,Unknown,Black Swan,"Silver Swan, upper felsics",0.69,0.71,1.46,115.23,0.24,1.99,7,9.43,,0.26,12.57,,0.73,69.14,12.57,2.09,25.66,8,11.94,369.8,428.47,5.23,0.12,3.03,0.15,,,,,2.67,,,0.13,68.5,0.01,2.32,0.5,0.24,1.36,,1.97,16.46,5.87,2.57
LITH03626751-EG 4515,Dolerite,Rock,-30.78,121.51,280,-588,-588,Unknown,Golden Mile Dolerite,unit5,2.07,0.77,3.21,45.91,0.52,2.51,78.59,28.54,300,0.69,2.58,,1.93,273.94,20.09,2.02,7.52,56,6.39,76,24.92,41.46,0.3,1.19,0.29,,1.12,,,0.22,1.9,0.11,0.07,52.46,0.16,9.94,0.79,1.17,0.2,0.008204558,9.49,15.39,3.43,6.83
LITH03626751-AMP-HM-120525-029H,Basalt,Rock,-22.610527,117.91678,861,0,0,Unknown,Tom Price North,"North of Tom Price Syncline, South Hamersley Basin",3.95,1.12,6.31,169.89,1,5.93,88.59,73.53,100,1.33,29.39,0,3.66,196.99,34.08,6.11,60.66,93,27.62,258.49,1445.48,47.66,0.55,7.03,0.52,,4.79,29.18,,9.18,10.84,0.93,0.15,56.05,0.15,6.18,0.99,1.05,3.45,0.01,8.52,15.71,1.84,5.86
LITH03626751-EG 4616,Dolerite,Rock,-30.78,121.51,280,-448,-448,Unknown,Golden Mile Dolerite,"unit6, KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD",2.12,0.58,3.24,39.99,0.49,2.43,97.59,442.97,1200,0.65,2.75,,2.04,1262.39,18.77,1.8,6.89,,5.41,137.9,5.19,74.71,0.28,1.1,0.32,,1.59,,,0.53,1.8,0.1,0.07,48.76,0.19,7.79,1.99,1.97,0.04,,16.01,13.74,1.95,7.42
LITH03626751-BSD057-190.20,Dacite,Rock,-30.39,121.63,376,-190,-190,Unknown,Black Swan,"Cygnet, lower felsics",,,,200.31,,,33,32.75,900,,,,,74.69,19.23,,,36,,899.71,1101.15,15.81,,,,,,,,,11,,0.39,65.4,0.1,7.86,0.56,0.38,1.43,0.005292943,3.12,15.33,1.91,3.46
LITH03626751-EG 4612,Dolerite,Rock,-30.78,121.51,280,-446,-446,Unknown,Golden Mile Dolerite,"unit6, KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD",2.04,0.72,3.15,40.62,0.58,2.66,82.3,509.89,2100,0.7,2.63,,1.92,1419.25,18.88,2,6.75,,6.12,136.75,10.23,83.29,0.31,1.05,0.31,,1.47,,,0.21,1.79,0.1,0.05,51.07,0.17,8.51,2.01,1.82,0.04,,14.76,12.83,2.37,6.32
LITH03626751-AMP-HM-120529-049B,Basalt,Rock,-22.563955,117.90962,712,0,0,Unknown,Pipeline,"North of Tom Price Syncline, South Hamersley Basin",4.64,1.97,7.37,191.45,1.12,7,95.72,10.81,41.21431,1.58,40.76,0,4.16,231.6,43.43,6.78,75.96,,34.99,170.35,517.55,31.42,0.6,9.01,0.64,,5.35,24.7,,11.5,12.45,1.02,0.15,62.07,0.16,9.26,1.1,1.1,1.81,,8.94,13.15,0.29,1.92
LITH03626751-BSD098H-527.0,Dolerite,Rock,-30.39,121.63,376,-527,-527,Unknown,Black Swan,Gosling Frac Unit,,,,101.18,,,128,7.54,,,,621.8,,251.89,19.37,,,,,10.76,,34.48,,,,,,,,,,,0.13,54.82,0.07,0.2,1.05,1.34,0.07,0.00645063,10.89,17.54,0.04,13.81
LITH03626751-WBD13-188.8,Basalt,Rock,-32.47,119.68,410,0,0,Unknown,Willy Willy-Spotted Quoll,"Western, WESTERN AREAS NL",1.5,0.5,2.4,27,0.3,1.9,44,2,100,0.6,1.4,400.52,1.4,191,13,1.4,4,621,3.4,151,1,74,0.3,0.7,0.2,,,,,0.1,,,,52.45,0.12,11.3,0.51,0.92,0.17,0.09,7.51,13.69,1.93,11.25
LITH03626751-WP-75,Dacite,Rock,70.04,25.1,52,0,0,Unknown,Karasjok,Karasjok,1.01,0.81,1.52,,,2.02,,50.7,,,6.59,,1.01,56.78,,2.02,14.19,319,6.59,,,,,,,0.00101,2.33,,0.00152,6.48,5.78,0.4,0.12,65.1,0.2,2.7,0.33,0.35,0.29,0.007410425,2.85,16.42,8.19,3.39
LITH03626751-BSD064-399.65A,Dacite,Rock,-30.39,121.63,376,-400,-400,Unknown,Black Swan,"Black Swan Orebody, lower felsics",,,,146.11,,,45,11.81,100,,,,,35.45,9.66,,,41,,431.88,801.46,,,,,,,,,,8,,0.13,71.93,0.04,4.24,0.32,0.22,2.22,0.00596679,1.81,15.86,1.68,1.48
LITH03626751-MC2103/5,Basalt,Rock,-28.45,120.98,426,0,0,Unknown,Mount Clifford/Marshall Pool,Mount Clifford dunite/gabbro complex,1.57,0.57,2.51,33.95,0.37,2.14,,142.18,100,0.54,1.87,,1.47,264.44,13.37,1.5,4.87,292,4.41,138.9,78.2,,0.22,0.82,0.22,0.0036,0.92,,0.00216,0.12,1.13,,0.04,48.25,0.12,17.68,0.62,0.94,0.04,0.04,7.66,14.3,0.26,9.98
LITH03626751-HWD03-119.65,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,77,156,9800,,,3201.51,,,,,,4440,,,,156,,,,,,,,,,,0,44.99,0.23,0.84,0.07,0.41,0.01,0.64,9.56,1.78,0.09,41.55
